ID,Vehicles
20170805051,111.0
20170805061,114.0
20170805071,105.0
20170805081,112.0
20170805091,118.0
20170805101,116.0
20170805111,112.0
20170805121,110.0
20170805131,105.0
20170805141,103.0
20170805151,88.0
20170805161,75.0
20170805171,66.0
20170805181,56.0
20170805191,47.0
20170805201,45.0
20170805211,48.0
20170805221,58.0
20170805231,64.0
20170806001,74.0
20170806011,100.0
20170806021,107.0
20170806031,114.0
20170806041,101.0
20170806051,110.0
20170806061,106.0
20170806071,104.0
20170806081,106.0
20170806091,109.0
20170806101,113.0
20170806111,110.0
20170806121,101.0
20170806131,98.0
20170806141,92.0
20170806151,80.0
20170806161,70.0
20170806171,58.0
20170806181,50.0
20170806191,45.0
20170806201,42.0
20170806211,48.0
20170806221,54.0
20170806231,62.0
20170807001,75.0
20170807011,111.0
20170807021,119.0
20170807031,123.0
20170807041,108.0
20170807051,123.0
20170807061,115.0
20170807071,107.0
20170807081,106.0
20170807091,115.0
20170807101,116.0
20170807111,114.0
20170807121,101.0
20170807131,95.0
20170807141,88.0
20170807151,82.0
20170807161,73.0
20170807171,62.0
20170807181,54.0
20170807191,41.0
20170807201,42.0
20170807211,45.0
20170807221,51.0
20170807231,65.0
20170808001,75.0
20170808011,91.0
20170808021,96.0
20170808031,100.0
20170808041,91.0
20170808051,99.0
20170808061,96.0
20170808071,86.0
20170808081,89.0
20170808091,92.0
20170808101,98.0
20170808111,94.0
20170808121,85.0
20170808131,79.0
20170808141,79.0
20170808151,70.0
20170808161,58.0
20170808171,51.0
20170808181,46.0
20170808191,37.0
20170808201,33.0
20170808211,38.0
20170808221,40.0
20170808231,42.0
20170809001,48.0
20170809011,55.0
20170809021,59.0
20170809031,59.0
20170809041,57.0
20170809051,59.0
20170809061,60.0
20170809071,62.0
20170809081,60.0
20170809091,62.0
20170809101,69.0
20170809111,68.0
20170809121,70.0
20170809131,68.0
20170809141,67.0
20170809151,61.0
20170809161,48.0
20170809171,39.0
20170809181,37.0
20170809191,32.0
20170809201,29.0
20170809211,31.0
20170809221,36.0
20170809231,41.0
20170810001,48.0
20170810011,56.0
20170810021,60.0
20170810031,62.0
20170810041,64.0
20170810051,59.0
20170810061,58.0
20170810071,61.0
20170810081,60.0
20170810091,63.0
20170810101,70.0
20170810111,68.0
20170810121,65.0
20170810131,68.0
20170810141,64.0
20170810151,63.0
20170810161,55.0
20170810171,46.0
20170810181,44.0
20170810191,38.0
20170810201,37.0
20170810211,45.0
20170810221,52.0
20170810231,59.0
20170811001,68.0
20170811011,77.0
20170811021,85.0
20170811031,95.0
20170811041,88.0
20170811051,91.0
20170811061,90.0
20170811071,92.0
20170811081,97.0
20170811091,111.0
20170811101,115.0
20170811111,111.0
20170811121,107.0
20170811131,103.0
20170811141,101.0
20170811151,96.0
20170811161,79.0
20170811171,73.0
20170811181,55.0
20170811191,47.0
20170811201,45.0
20170811211,50.0
20170811221,56.0
20170811231,66.0
20170812001,76.0
20170812011,97.0
20170812021,132.0
20170812031,125.0
20170812041,111.0
20170812051,123.0
20170812061,118.0
20170812071,116.0
20170812081,120.0
20170812091,126.0
20170812101,128.0
20170812111,125.0
20170812121,115.0
20170812131,102.0
20170812141,102.0
20170812151,93.0
20170812161,74.0
20170812171,67.0
20170812181,59.0
20170812191,48.0
20170812201,44.0
20170812211,49.0
20170812221,58.0
20170812231,63.0
20170813001,74.0
20170813011,92.0
20170813021,112.0
20170813031,117.0
20170813041,107.0
20170813051,118.0
20170813061,119.0
20170813071,106.0
20170813081,109.0
20170813091,117.0
20170813101,128.0
20170813111,116.0
20170813121,106.0
20170813131,100.0
20170813141,100.0
20170813151,90.0
20170813161,80.0
20170813171,67.0
20170813181,52.0
20170813191,49.0
20170813201,44.0
20170813211,53.0
20170813221,54.0
20170813231,59.0
20170814001,72.0
20170814011,108.0
20170814021,116.0
20170814031,121.0
20170814041,107.0
20170814051,116.0
20170814061,117.0
20170814071,111.0
20170814081,115.0
20170814091,116.0
20170814101,117.0
20170814111,114.0
20170814121,105.0
20170814131,100.0
20170814141,99.0
20170814151,90.0
20170814161,71.0
20170814171,64.0
20170814181,53.0
20170814191,47.0
20170814201,45.0
20170814211,48.0
20170814221,57.0
20170814231,61.0
20170815001,72.0
20170815011,92.0
20170815021,105.0
20170815031,103.0
20170815041,93.0
20170815051,108.0
20170815061,105.0
20170815071,99.0
20170815081,94.0
20170815091,99.0
20170815101,109.0
20170815111,100.0
20170815121,94.0
20170815131,88.0
20170815141,82.0
20170815151,84.0
20170815161,84.0
20170815171,73.0
20170815181,74.0
20170815191,78.0
20170815201,76.0
20170815211,63.0
20170815221,60.0
20170815231,53.0
20170816001,47.0
20170816011,45.0
20170816021,48.0
20170816031,53.0
20170816041,56.0
20170816051,71.0
20170816061,92.0
20170816071,105.0
20170816081,103.0
20170816091,99.0
20170816101,103.0
20170816111,104.0
20170816121,108.0
20170816131,98.0
20170816141,110.0
20170816151,101.0
20170816161,108.0
20170816171,87.0
20170816181,87.0
20170816191,79.0
20170816201,73.0
20170816211,60.0
20170816221,51.0
20170816231,41.0
20170817001,39.0
20170817011,33.0
20170817021,35.0
20170817031,37.0
20170817041,46.0
20170817051,51.0
20170817061,60.0
20170817071,61.0
20170817081,61.0
20170817091,60.0
20170817101,59.0
20170817111,66.0
20170817121,64.0
20170817131,57.0
20170817141,58.0
20170817151,73.0
20170817161,75.0
20170817171,64.0
20170817181,60.0
20170817191,61.0
20170817201,55.0
20170817211,47.0
20170817221,43.0
20170817231,40.0
20170818001,33.0
20170818011,31.0
20170818021,29.0
20170818031,36.0
20170818041,41.0
20170818051,44.0
20170818061,55.0
20170818071,55.0
20170818081,58.0
20170818091,55.0
20170818101,53.0
20170818111,51.0
20170818121,54.0
20170818131,58.0
20170818141,56.0
20170818151,63.0
20170818161,67.0
20170818171,62.0
20170818181,66.0
20170818191,65.0
20170818201,54.0
20170818211,48.0
20170818221,45.0
20170818231,41.0
20170819001,35.0
20170819011,40.0
20170819021,44.0
20170819031,57.0
20170819041,60.0
20170819051,67.0
20170819061,102.0
20170819071,117.0
20170819081,119.0
20170819091,111.0
20170819101,121.0
20170819111,117.0
20170819121,110.0
20170819131,114.0
20170819141,114.0
20170819151,119.0
20170819161,113.0
20170819171,101.0
20170819181,97.0
20170819191,96.0
20170819201,84.0
20170819211,79.0
20170819221,62.0
20170819231,57.0
20170820001,48.0
20170820011,48.0
20170820021,48.0
20170820031,57.0
20170820041,66.0
20170820051,82.0
20170820061,98.0
20170820071,108.0
20170820081,119.0
20170820091,106.0
20170820101,113.0
20170820111,116.0
20170820121,107.0
20170820131,114.0
20170820141,120.0
20170820151,118.0
20170820161,114.0
20170820171,112.0
20170820181,107.0
20170820191,105.0
20170820201,90.0
20170820211,77.0
20170820221,68.0
20170820231,58.0
20170821001,49.0
20170821011,47.0
20170821021,50.0
20170821031,60.0
20170821041,66.0
20170821051,76.0
20170821061,102.0
20170821071,109.0
20170821081,116.0
20170821091,103.0
20170821101,112.0
20170821111,108.0
20170821121,106.0
20170821131,108.0
20170821141,111.0
20170821151,115.0
20170821161,112.0
20170821171,103.0
20170821181,100.0
20170821191,94.0
20170821201,82.0
20170821211,72.0
20170821221,60.0
20170821231,52.0
20170822001,47.0
20170822011,44.0
20170822021,50.0
20170822031,56.0
20170822041,64.0
20170822051,77.0
20170822061,113.0
20170822071,121.0
20170822081,125.0
20170822091,110.0
20170822101,125.0
20170822111,117.0
20170822121,109.0
20170822131,108.0
20170822141,117.0
20170822151,118.0
20170822161,116.0
20170822171,103.0
20170822181,97.0
20170822191,90.0
20170822201,84.0
20170822211,75.0
20170822221,64.0
20170822231,56.0
20170823001,43.0
20170823011,44.0
20170823021,47.0
20170823031,53.0
20170823041,67.0
20170823051,77.0
20170823061,93.0
20170823071,98.0
20170823081,102.0
20170823091,93.0
20170823101,101.0
20170823111,98.0
20170823121,88.0
20170823131,91.0
20170823141,94.0
20170823151,100.0
20170823161,96.0
20170823171,87.0
20170823181,81.0
20170823191,81.0
20170823201,72.0
20170823211,60.0
20170823221,53.0
20170823231,48.0
20170824001,39.0
20170824011,35.0
20170824021,40.0
20170824031,42.0
20170824041,44.0
20170824051,50.0
20170824061,57.0
20170824071,61.0
20170824081,61.0
20170824091,59.0
20170824101,61.0
20170824111,62.0
20170824121,64.0
20170824131,62.0
20170824141,64.0
20170824151,71.0
20170824161,70.0
20170824171,72.0
20170824181,70.0
20170824191,69.0
20170824201,63.0
20170824211,50.0
20170824221,41.0
20170824231,39.0
20170825001,34.0
20170825011,31.0
20170825021,33.0
20170825031,38.0
20170825041,43.0
20170825051,50.0
20170825061,58.0
20170825071,62.0
20170825081,64.0
20170825091,66.0
20170825101,61.0
20170825111,60.0
20170825121,63.0
20170825131,62.0
20170825141,65.0
20170825151,72.0
20170825161,70.0
20170825171,67.0
20170825181,70.0
20170825191,66.0
20170825201,65.0
20170825211,57.0
20170825221,48.0
20170825231,46.0
20170826001,40.0
20170826011,39.0
20170826021,47.0
20170826031,54.0
20170826041,61.0
20170826051,70.0
20170826061,79.0
20170826071,87.0
20170826081,97.0
20170826091,90.0
20170826101,93.0
20170826111,92.0
20170826121,94.0
20170826131,99.0
20170826141,113.0
20170826151,117.0
20170826161,113.0
20170826171,109.0
20170826181,105.0
20170826191,103.0
20170826201,98.0
20170826211,81.0
20170826221,75.0
20170826231,57.0
20170827001,49.0
20170827011,47.0
20170827021,52.0
20170827031,58.0
20170827041,68.0
20170827051,78.0
20170827061,99.0
20170827071,134.0
20170827081,127.0
20170827091,113.0
20170827101,125.0
20170827111,120.0
20170827121,118.0
20170827131,122.0
20170827141,128.0
20170827151,130.0
20170827161,127.0
20170827171,117.0
20170827181,104.0
20170827191,104.0
20170827201,95.0
20170827211,76.0
20170827221,69.0
20170827231,61.0
20170828001,50.0
20170828011,46.0
20170828021,51.0
20170828031,60.0
20170828041,65.0
20170828051,76.0
20170828061,94.0
20170828071,114.0
20170828081,119.0
20170828091,109.0
20170828101,120.0
20170828111,121.0
20170828121,108.0
20170828131,111.0
20170828141,119.0
20170828151,130.0
20170828161,118.0
20170828171,108.0
20170828181,102.0
20170828191,102.0
20170828201,92.0
20170828211,82.0
20170828221,69.0
20170828231,54.0
20170829001,51.0
20170829011,46.0
20170829021,55.0
20170829031,56.0
20170829041,61.0
20170829051,74.0
20170829061,110.0
20170829071,118.0
20170829081,123.0
20170829091,109.0
20170829101,118.0
20170829111,119.0
20170829121,113.0
20170829131,117.0
20170829141,118.0
20170829151,119.0
20170829161,116.0
20170829171,107.0
20170829181,102.0
20170829191,101.0
20170829201,92.0
20170829211,73.0
20170829221,66.0
20170829231,55.0
20170830001,49.0
20170830011,47.0
20170830021,50.0
20170830031,59.0
20170830041,63.0
20170830051,74.0
20170830061,94.0
20170830071,107.0
20170830081,105.0
20170830091,95.0
20170830101,110.0
20170830111,107.0
20170830121,101.0
20170830131,96.0
20170830141,101.0
20170830151,111.0
20170830161,102.0
20170830171,96.0
20170830181,90.0
20170830191,84.0
20170830201,86.0
20170830211,85.0
20170830221,75.0
20170830231,75.0
20170831001,79.0
20170831011,78.0
20170831021,64.0
20170831031,61.0
20170831041,54.0
20170831051,48.0
20170831061,46.0
20170831071,49.0
20170831081,54.0
20170831091,57.0
20170831101,72.0
20170831111,93.0
20170831121,106.0
20170831131,104.0
20170831141,100.0
20170831151,105.0
20170831161,105.0
20170831171,110.0
20170831181,99.0
20170831191,111.0
20170831201,102.0
20170831211,109.0
20170831221,88.0
20170831231,89.0
20170901001,81.0
20170901011,75.0
20170901021,62.0
20170901031,53.0
20170901041,43.0
20170901051,41.0
20170901061,35.0
20170901071,36.0
20170901081,38.0
20170901091,47.0
20170901101,52.0
20170901111,61.0
20170901121,62.0
20170901131,63.0
20170901141,62.0
20170901151,61.0
20170901161,68.0
20170901171,66.0
20170901181,59.0
20170901191,60.0
20170901201,75.0
20170901211,76.0
20170901221,65.0
20170901231,61.0
20170902001,62.0
20170902011,56.0
20170902021,48.0
20170902031,44.0
20170902041,41.0
20170902051,35.0
20170902061,33.0
20170902071,31.0
20170902081,37.0
20170902091,42.0
20170902101,45.0
20170902111,56.0
20170902121,56.0
20170902131,59.0
20170902141,56.0
20170902151,54.0
20170902161,52.0
20170902171,55.0
20170902181,59.0
20170902191,57.0
20170902201,64.0
20170902211,68.0
20170902221,63.0
20170902231,67.0
20170903001,66.0
20170903011,55.0
20170903021,49.0
20170903031,46.0
20170903041,42.0
20170903051,36.0
20170903061,41.0
20170903071,45.0
20170903081,58.0
20170903091,61.0
20170903101,68.0
20170903111,103.0
20170903121,118.0
20170903131,120.0
20170903141,112.0
20170903151,122.0
20170903161,118.0
